"var.names","mean","2.5%","97.5%","Rhat","actual.val","p.yr","mu.v.yr","r","case","sp"
"mu.psi.yr",0.018,-0.08,0.132,1.07,0,"-1","-0.5","10","detected","ms"
"sigma.psi.yr",0.207,0.117,0.31,1.039,0.2,"-1","-0.5","10","detected","ms"
"mu.p",-0.234,-0.356,-0.127,1.059,-0.5,"-1","-0.5","10","detected","ms"
"sigma.p.sp",0.482,0.401,0.584,1.022,NA,"-1","-0.5","10","detected","ms"
"p.yr",-0.646,-0.753,-0.53,1.044,-1,"-1","-0.5","10","detected","ms"
"sigma.p.site",1.131,1.085,1.183,0.998,1.5,"-1","-0.5","10","detected","ms"
"per_chage_bci",0.921534062494744,-3.782812059563,6.46511854629661,NA,0,"-1","-0.5","10","detected","ms"
"mu.psi",-0.018,-0.145,0.105,1.144,0,"-1","0","10","detected","ms"
"sigma.psi.sp",0.542,0.45,0.675,1.01,0.5,"-1","0","10","detected","ms"
"mu.psi.yr",0.065,-0.02,0.157,1.032,0,"-1","0","10","detected","ms"
"sigma.psi.yr",0.229,0.137,0.316,1.002,0.2,"-1","0","10","detected","ms"
"mu.p",-0.159,-0.287,-0.025,1.012,-0.5,"-1","0","10","detected","ms"
"sigma.p.sp",0.513,0.421,0.62,1.011,NA,"-1","0","10","detected","ms"
"p.yr",-0.687,-0.822,-0.572,1.054,-1,"-1","0","10","detected","ms"
"sigma.p.site",1.099,1.056,1.137,1.002,1.5,"-1","0","10","detected","ms"
"per_chage_bci",3.29873233815178,-0.97352251491027,7.97165113413471,NA,0,"-1","0","10","detected","ms"
"mu.psi",0.001,-0.116,0.122,1.16,0,"0","-0.5","10","detected","ms"
"sigma.psi.sp",0.462,0.376,0.563,1.015,0.5,"0","-0.5","10","detected","ms"
"mu.psi.yr",-0.115,-0.214,-0.023,1.003,0,"0","-0.5","10","detected","ms"
"sigma.psi.yr",0.269,0.203,0.357,0.998,0.2,"0","-0.5","10","detected","ms"
"mu.p",-0.287,-0.421,-0.154,1.02,-0.5,"0","-0.5","10","detected","ms"
"sigma.p.sp",0.48,0.4,0.585,1.03,NA,"0","-0.5","10","detected","ms"
"p.yr",0.055,-0.065,0.18,1.007,0,"0","-0.5","10","detected","ms"
"sigma.p.site",1.164,1.117,1.216,1.022,1.5,"0","-0.5","10","detected","ms"
"per_chage_bci",-5.7160312200173,-10.6134245346019,-1.19776609048468,NA,0,"0","-0.5","10","detected","ms"
"mu.psi",-0.071,-0.211,0.047,1.094,0,"0","0","10","detected","ms"
"sigma.psi.sp",0.457,0.377,0.551,1.021,0.5,"0","0","10","detected","ms"
"mu.psi.yr",0.019,-0.054,0.101,1.019,0,"0","0","10","detected","ms"
"sigma.psi.yr",0.157,0.098,0.213,1.06,0.2,"0","0","10","detected","ms"
"mu.p",-0.174,-0.29,-0.062,1.068,-0.5,"0","0","10","detected","ms"
"sigma.p.sp",0.514,0.428,0.621,1.014,NA,"0","0","10","detected","ms"
"p.yr",-0.038,-0.159,0.067,1.012,0,"0","0","10","detected","ms"
"sigma.p.site",1.126,1.077,1.172,0.997,1.5,"0","0","10","detected","ms"
"per_chage_bci",1.02845888139849,-2.75629035253614,5.41282695524318,NA,0,"0","0","10","detected","ms"
"mu.psi",0.107,-0.011,0.21,1.155,0,"0.5","-0.5","10","detected","ms"
"sigma.psi.sp",0.502,0.408,0.61,1.013,0.5,"0.5","-0.5","10","detected","ms"
"mu.psi.yr",0.006,-0.083,0.096,1,0,"0.5","-0.5","10","detected","ms"
"sigma.psi.yr",0.238,0.163,0.323,1.039,0.2,"0.5","-0.5","10","detected","ms"
"mu.p",-0.202,-0.342,-0.036,1.056,-0.5,"0.5","-0.5","10","detected","ms"
"sigma.p.sp",0.578,0.48,0.709,1.005,NA,"0.5","-0.5","10","detected","ms"
"p.yr",0.343,0.225,0.456,1.026,0.5,"0.5","-0.5","10","detected","ms"
"sigma.p.site",1.206,1.158,1.257,1.011,1.5,"0.5","-0.5","10","detected","ms"
"per_chage_bci",0.314803298262708,-3.85462043102447,4.66614504914049,NA,0,"0.5","-0.5","10","detected","ms"
"mu.psi",-0.003,-0.104,0.106,1.106,0,"0.5","0","10","detected","ms"
"sigma.psi.sp",0.463,0.372,0.569,1.014,0.5,"0.5","0","10","detected","ms"
"mu.psi.yr",0.043,-0.036,0.123,1.005,0,"0.5","0","10","detected","ms"
"sigma.psi.yr",0.24,0.167,0.315,1.009,0.2,"0.5","0","10","detected","ms"
"mu.p",-0.062,-0.245,0.108,1.222,-0.5,"0.5","0","10","detected","ms"
"sigma.p.sp",0.493,0.415,0.597,1.015,NA,"0.5","0","10","detected","ms"
"p.yr",0.28,0.139,0.394,1.205,0.5,"0.5","0","10","detected","ms"
"sigma.p.site",1.247,1.202,1.29,1.002,1.5,"0.5","0","10","detected","ms"
"per_chage_bci",2.15605827000992,-1.79524576222746,6.26675470410779,NA,0,"0.5","0","10","detected","ms"
"mu.psi",-0.081,-0.173,0.055,1.281,0,"1","-0.5","10","detected","ms"
"sigma.psi.sp",0.501,0.401,0.604,1.006,0.5,"1","-0.5","10","detected","ms"
"mu.psi.yr",0.067,-0.013,0.134,1.007,0,"1","-0.5","10","detected","ms"
"sigma.psi.yr",0.197,0.128,0.263,1.018,0.2,"1","-0.5","10","detected","ms"
"mu.p",-0.194,-0.393,-0.036,1.477,-0.5,"1","-0.5","10","detected","ms"
"sigma.p.sp",0.578,0.475,0.701,1.006,NA,"1","-0.5","10","detected","ms"
"p.yr",0.792,0.668,0.909,1.06,1,"1","-0.5","10","detected","ms"
"sigma.p.site",1.242,1.191,1.303,1.039,1.5,"1","-0.5","10","detected","ms"
"per_chage_bci",3.47230732623818,-0.687372317804094,7.1573507852697,NA,0,"1","-0.5","10","detected","ms"
"mu.psi",0.017,-0.085,0.157,1.093,0,"1","0","10","detected","ms"
"sigma.psi.sp",0.494,0.403,0.585,1.036,0.5,"1","0","10","detected","ms"
"mu.psi.yr",-0.055,-0.135,0.025,1.011,0,"1","0","10","detected","ms"
"sigma.psi.yr",0.223,0.16,0.309,1.004,0.2,"1","0","10","detected","ms"
"mu.p",-0.144,-0.275,-0.005,1.011,-0.5,"1","0","10","detected","ms"
"sigma.p.sp",0.514,0.424,0.623,1.015,NA,"1","0","10","detected","ms"
"p.yr",0.782,0.679,0.88,1.029,1,"1","0","10","detected","ms"
"sigma.p.site",1.295,1.242,1.346,1.004,1.5,"1","0","10","detected","ms"
"per_chage_bci",-2.71531042136168,-6.67824335869612,1.2376573424977,NA,0,"1","0","10","detected","ms"
"mu.psi",-0.005,-0.099,0.082,1.151,0,"-0.5","-0.5","2","detected","ms"
"sigma.psi.sp",0.411,0.332,0.508,0.998,0.5,"-0.5","-0.5","2","detected","ms"
"mu.psi.yr",-0.018,-0.122,0.08,1.018,0,"-0.5","-0.5","2","detected","ms"
"sigma.psi.yr",0.233,0.154,0.321,1.014,0.2,"-0.5","-0.5","2","detected","ms"
"mu.p",-0.175,-0.341,-0.046,1.089,-0.5,"-0.5","-0.5","2","detected","ms"
"sigma.p.sp",0.569,0.46,0.685,1.009,NA,"-0.5","-0.5","2","detected","ms"
"p.yr",-0.303,-0.451,-0.173,1.045,-0.5,"-0.5","-0.5","2","detected","ms"
"sigma.p.site",1.176,1.126,1.225,1.022,1.5,"-0.5","-0.5","2","detected","ms"
"per_chage_bci",-0.884026480102409,-6.12050377959534,3.99664033371422,NA,0,"-0.5","-0.5","2","detected","ms"
"mu.psi",0.031,-0.129,0.163,1.04,0,"-1","-0.5","2","detected","ms"
"sigma.psi.sp",0.512,0.412,0.633,1.008,0.5,"-1","-0.5","2","detected","ms"
"mu.psi.yr",-0.12,-0.229,0.003,1.004,0,"-1","-0.5","2","detected","ms"
"sigma.psi.yr",0.209,0.102,0.312,1.045,0.2,"-1","-0.5","2","detected","ms"
"mu.p",-0.278,-0.457,-0.046,1.047,-0.5,"-1","-0.5","2","detected","ms"
"sigma.p.sp",0.628,0.531,0.779,1.001,NA,"-1","-0.5","2","detected","ms"
"p.yr",-0.555,-0.685,-0.409,1.004,-1,"-1","-0.5","2","detected","ms"
"sigma.p.site",1.118,1.068,1.166,1.002,1.5,"-1","-0.5","2","detected","ms"
"per_chage_bci",-5.90153020761927,-11.2497505842431,0.164100409846877,NA,0,"-1","-0.5","2","detected","ms"
"mu.psi",-0.063,-0.151,0.074,1.037,0,"-1","0","2","detected","ms"
"sigma.psi.sp",0.486,0.398,0.596,1,0.5,"-1","0","2","detected","ms"
"mu.psi.yr",-0.07,-0.167,0.031,1,0,"-1","0","2","detected","ms"
"sigma.psi.yr",0.243,0.162,0.331,1.007,0.2,"-1","0","2","detected","ms"
"mu.p",-0.056,-0.18,0.067,1.089,-0.5,"-1","0","2","detected","ms"
"sigma.p.sp",0.415,0.339,0.507,1.016,NA,"-1","0","2","detected","ms"
"p.yr",-0.645,-0.765,-0.526,1.03,-1,"-1","0","2","detected","ms"
"sigma.p.site",1.089,1.046,1.14,1.01,1.5,"-1","0","2","detected","ms"
"per_chage_bci",-3.58632015864987,-8.54021223912849,1.60279510602038,NA,0,"-1","0","2","detected","ms"
"mu.psi",-0.031,-0.157,0.101,1.167,0,"0","-0.5","2","detected","ms"
"sigma.psi.sp",0.532,0.438,0.656,1.015,0.5,"0","-0.5","2","detected","ms"
"mu.psi.yr",0.018,-0.078,0.109,1.023,0,"0","-0.5","2","detected","ms"
"sigma.psi.yr",0.263,0.18,0.35,0.997,0.2,"0","-0.5","2","detected","ms"
"mu.p",-0.232,-0.4,-0.066,1.158,-0.5,"0","-0.5","2","detected","ms"
"sigma.p.sp",0.579,0.481,0.693,1.006,NA,"0","-0.5","2","detected","ms"
"p.yr",-0.052,-0.187,0.074,1.069,0,"0","-0.5","2","detected","ms"
"sigma.p.site",1.159,1.112,1.211,1.002,1.5,"0","-0.5","2","detected","ms"
"per_chage_bci",0.941712860836302,-3.99773532382976,5.59285000678437,NA,0,"0","-0.5","2","detected","ms"
"mu.psi",-0.034,-0.16,0.083,1.263,0,"0","0","2","detected","ms"
"sigma.psi.sp",0.433,0.356,0.532,1.022,0.5,"0","0","2","detected","ms"
"mu.psi.yr",0.033,-0.055,0.12,1.106,0,"0","0","2","detected","ms"
"sigma.psi.yr",0.195,0.136,0.262,1.016,0.2,"0","0","2","detected","ms"
"mu.p",-0.248,-0.407,-0.094,1.355,-0.5,"0","0","2","detected","ms"
"sigma.p.sp",0.51,0.41,0.608,1.002,NA,"0","0","2","detected","ms"
"p.yr",0.022,-0.095,0.132,1.233,0,"0","0","2","detected","ms"
"sigma.p.site",1.194,1.151,1.242,1.026,1.5,"0","0","2","detected","ms"
"per_chage_bci",1.69736514894518,-2.70597982780886,6.32135424015913,NA,0,"0","0","2","detected","ms"
"mu.psi",0.039,-0.087,0.166,1.446,0,"0.5","-0.5","2","detected","ms"
"sigma.psi.sp",0.459,0.38,0.58,1.008,0.5,"0.5","-0.5","2","detected","ms"
"mu.psi.yr",0.057,-0.03,0.145,1.014,0,"0.5","-0.5","2","detected","ms"
"sigma.psi.yr",0.183,0.108,0.256,1.009,0.2,"0.5","-0.5","2","detected","ms"
"mu.p",-0.245,-0.369,-0.131,1.031,-0.5,"0.5","-0.5","2","detected","ms"
"sigma.p.sp",0.436,0.367,0.518,1,NA,"0.5","-0.5","2","detected","ms"
"p.yr",0.305,0.202,0.445,1.047,0.5,"0.5","-0.5","2","detected","ms"
"sigma.p.site",1.214,1.166,1.269,1.003,1.5,"0.5","-0.5","2","detected","ms"
"per_chage_bci",2.79141710245813,-1.50646987317208,7.45974138643181,NA,0,"0.5","-0.5","2","detected","ms"
"mu.psi",0.003,-0.109,0.137,1.016,0,"0.5","0","2","detected","ms"
"sigma.psi.sp",0.523,0.43,0.634,1.012,0.5,"0.5","0","2","detected","ms"
"mu.psi.yr",-0.018,-0.093,0.063,1.016,0,"0.5","0","2","detected","ms"
"sigma.psi.yr",0.195,0.12,0.267,1.018,0.2,"0.5","0","2","detected","ms"
"mu.p",-0.086,-0.199,0.058,1.079,-0.5,"0.5","0","2","detected","ms"
"sigma.p.sp",0.491,0.405,0.609,1.002,NA,"0.5","0","2","detected","ms"
"p.yr",0.322,0.211,0.434,1.066,0.5,"0.5","0","2","detected","ms"
"sigma.p.site",1.207,1.165,1.248,0.997,1.5,"0.5","0","2","detected","ms"
"per_chage_bci",-0.879751440832175,-4.6678503815887,3.17905765415775,NA,0,"0.5","0","2","detected","ms"
"mu.psi",0.04,-0.111,0.183,1.238,0,"1","-0.5","2","detected","ms"
"sigma.psi.sp",0.538,0.442,0.663,1.013,0.5,"1","-0.5","2","detected","ms"
"mu.psi.yr",-0.006,-0.082,0.07,1.029,0,"1","-0.5","2","detected","ms"
"sigma.psi.yr",0.197,0.129,0.283,1.037,0.2,"1","-0.5","2","detected","ms"
"mu.p",-0.129,-0.279,-0.017,1.008,-0.5,"1","-0.5","2","detected","ms"
"sigma.p.sp",0.415,0.336,0.518,1.006,NA,"1","-0.5","2","detected","ms"
"p.yr",0.914,0.795,1.048,1.017,1,"1","-0.5","2","detected","ms"
"sigma.p.site",1.264,1.215,1.317,1.031,1.5,"1","-0.5","2","detected","ms"
"per_chage_bci",-0.270124758655107,-3.93464088914885,3.40743078626536,NA,0,"1","-0.5","2","detected","ms"
"mu.psi",0.043,-0.084,0.204,1.276,0,"1","0","2","detected","ms"
"sigma.psi.sp",0.559,0.459,0.68,1.008,0.5,"1","0","2","detected","ms"
"mu.psi.yr",0.012,-0.06,0.085,1.063,0,"1","0","2","detected","ms"
"sigma.psi.yr",0.184,0.107,0.27,1.052,0.2,"1","0","2","detected","ms"
"mu.p",-0.26,-0.413,-0.077,1.42,-0.5,"1","0","2","detected","ms"
"sigma.p.sp",0.568,0.473,0.68,0.999,NA,"1","0","2","detected","ms"
"p.yr",0.775,0.656,0.9,1.111,1,"1","0","2","detected","ms"
"sigma.p.site",1.23,1.185,1.281,0.998,1.5,"1","0","2","detected","ms"
"per_chage_bci",0.605919910676715,-2.94891725614241,4.25827381664578,NA,0,"1","0","2","detected","ms"
"mu.psi",0.004,-0.137,0.091,1.187,0,"-0.5","-0.5","3","detected","ms"
"sigma.psi.sp",0.52,0.422,0.63,0.998,0.5,"-0.5","-0.5","3","detected","ms"
"mu.psi.yr",0.02,-0.068,0.114,1.103,0,"-0.5","-0.5","3","detected","ms"
"sigma.psi.yr",0.099,0.026,0.192,1.538,0.2,"-0.5","-0.5","3","detected","ms"
"mu.p",-0.237,-0.367,-0.12,1.192,-0.5,"-0.5","-0.5","3","detected","ms"
"sigma.p.sp",0.569,0.466,0.7,1.003,NA,"-0.5","-0.5","3","detected","ms"
"p.yr",-0.326,-0.452,-0.198,1.003,-0.5,"-0.5","-0.5","3","detected","ms"
"sigma.p.site",1.141,1.098,1.19,1.008,1.5,"-0.5","-0.5","3","detected","ms"
"per_chage_bci",1.01809189342564,-3.32602375075903,5.92200974588135,NA,0,"-0.5","-0.5","3","detected","ms"
"mu.psi",0.003,-0.135,0.184,1.326,0,"-0.5","0","3","detected","ms"
"sigma.psi.sp",0.614,0.526,0.727,1.016,0.5,"-0.5","0","3","detected","ms"
"mu.psi.yr",-0.028,-0.121,0.07,1.003,0,"-0.5","0","3","detected","ms"
"sigma.psi.yr",0.221,0.136,0.305,1.008,0.2,"-0.5","0","3","detected","ms"
"mu.p",-0.134,-0.239,-0.001,1.041,-0.5,"-0.5","0","3","detected","ms"
"sigma.p.sp",0.41,0.341,0.506,1.002,NA,"-0.5","0","3","detected","ms"
"p.yr",-0.268,-0.376,-0.157,1.032,-0.5,"-0.5","0","3","detected","ms"
"sigma.p.site",1.149,1.098,1.198,1.016,1.5,"-0.5","0","3","detected","ms"
"per_chage_bci",-1.40271463030061,-6.08957865741794,3.41379624505587,NA,0,"-0.5","0","3","detected","ms"
"mu.psi",-0.076,-0.178,0.022,1.063,0,"-1","-0.5","3","detected","ms"
"sigma.psi.sp",0.39,0.316,0.472,1.003,0.5,"-1","-0.5","3","detected","ms"
"mu.psi.yr",-0.009,-0.12,0.097,1.022,0,"-1","-0.5","3","detected","ms"
"sigma.psi.yr",0.158,0.077,0.238,1.021,0.2,"-1","-0.5","3","detected","ms"
"mu.p",-0.131,-0.255,0.013,1.014,-0.5,"-1","-0.5","3","detected","ms"
"sigma.p.sp",0.51,0.427,0.607,1.003,NA,"-1","-0.5","3","detected","ms"
"p.yr",-0.732,-0.876,-0.621,1.044,-1,"-1","-0.5","3","detected","ms"
"sigma.p.site",1.081,1.029,1.135,0.996,1.5,"-1","-0.5","3","detected","ms"
"per_chage_bci",-0.460252171971366,-6.17342909247642,5.08547239473516,NA,0,"-1","-0.5","3","detected","ms"
"mu.psi",0.151,0.012,0.358,1.132,0,"-1","0","3","detected","ms"
"sigma.psi.sp",0.564,0.447,0.686,1.049,0.5,"-1","0","3","detected","ms"
"mu.psi.yr",0.007,-0.105,0.094,1.034,0,"-1","0","3","detected","ms"
"sigma.psi.yr",0.164,0.045,0.247,1.166,0.2,"-1","0","3","detected","ms"
"mu.p",-0.227,-0.397,-0.078,1.044,-0.5,"-1","0","3","detected","ms"
"sigma.p.sp",0.565,0.473,0.679,1.001,NA,"-1","0","3","detected","ms"
"p.yr",-0.707,-0.813,-0.595,1.004,-1,"-1","0","3","detected","ms"
"sigma.p.site",1.124,1.082,1.172,1,1.5,"-1","0","3","detected","ms"
"per_chage_bci",0.342159867552745,-4.69400440001334,4.51908150588332,NA,0,"-1","0","3","detected","ms"
"mu.psi",-0.101,-0.22,0.029,1.207,0,"0","-0.5","3","detected","ms"
"sigma.psi.sp",0.477,0.39,0.587,1.003,0.5,"0","-0.5","3","detected","ms"
"mu.psi.yr",-0.031,-0.121,0.057,1.01,0,"0","-0.5","3","detected","ms"
"sigma.psi.yr",0.194,0.119,0.282,1.019,0.2,"0","-0.5","3","detected","ms"
"mu.p",-0.123,-0.241,-0.006,1.043,-0.5,"0","-0.5","3","detected","ms"
"sigma.p.sp",0.504,0.42,0.605,1.001,NA,"0","-0.5","3","detected","ms"
"p.yr",0.017,-0.12,0.143,1.087,0,"0","-0.5","3","detected","ms"
"sigma.p.site",1.176,1.123,1.234,0.996,1.5,"0","-0.5","3","detected","ms"
"per_chage_bci",-1.60047462932756,-6.22455126528933,3.12761291120765,NA,0,"0","-0.5","3","detected","ms"
"mu.psi",-0.03,-0.167,0.09,1.054,0,"0","0","3","detected","ms"
"sigma.psi.sp",0.468,0.383,0.569,1.012,0.5,"0","0","3","detected","ms"
"mu.psi.yr",-0.001,-0.074,0.075,1.039,0,"0","0","3","detected","ms"
"sigma.psi.yr",0.12,0.044,0.202,1.051,0.2,"0","0","3","detected","ms"
"mu.p",-0.315,-0.463,-0.135,1.022,-0.5,"0","0","3","detected","ms"
"sigma.p.sp",0.57,0.456,0.686,1.013,NA,"0","0","3","detected","ms"
"p.yr",0.059,-0.05,0.146,1.009,0,"0","0","3","detected","ms"
"sigma.p.site",1.201,1.154,1.245,1.002,1.5,"0","0","3","detected","ms"
"per_chage_bci",-0.0480316217940228,-3.70615509932718,3.89113492459275,NA,0,"0","0","3","detected","ms"
"mu.psi",-0.04,-0.155,0.068,1.077,0,"0.5","-0.5","3","detected","ms"
"sigma.psi.sp",0.387,0.312,0.495,1.015,0.5,"0.5","-0.5","3","detected","ms"
"mu.psi.yr",-0.012,-0.097,0.067,1.019,0,"0.5","-0.5","3","detected","ms"
"sigma.psi.yr",0.228,0.167,0.308,1.015,0.2,"0.5","-0.5","3","detected","ms"
"mu.p",-0.161,-0.313,-0.002,1.219,-0.5,"0.5","-0.5","3","detected","ms"
"sigma.p.sp",0.538,0.436,0.659,1.017,NA,"0.5","-0.5","3","detected","ms"
"p.yr",0.425,0.3,0.532,1.024,0.5,"0.5","-0.5","3","detected","ms"
"sigma.p.site",1.234,1.186,1.282,1.002,1.5,"0.5","-0.5","3","detected","ms"
"per_chage_bci",-0.594269043234431,-4.91878429731361,3.49383742697962,NA,0,"0.5","-0.5","3","detected","ms"
"mu.psi",-0.032,-0.161,0.116,1.115,0,"0.5","0","3","detected","ms"
"sigma.psi.sp",0.477,0.4,0.589,1.002,0.5,"0.5","0","3","detected","ms"
"mu.psi.yr",-0.022,-0.091,0.043,1,0,"0.5","0","3","detected","ms"
"sigma.psi.yr",0.16,0.094,0.231,1.016,0.2,"0.5","0","3","detected","ms"
"mu.p",-0.085,-0.235,0.078,1.031,-0.5,"0.5","0","3","detected","ms"
"sigma.p.sp",0.545,0.445,0.658,1.068,NA,"0.5","0","3","detected","ms"
"p.yr",0.378,0.282,0.484,1.016,0.5,"0.5","0","3","detected","ms"
"sigma.p.site",1.171,1.125,1.224,1.003,1.5,"0.5","0","3","detected","ms"
"per_chage_bci",-1.11419120423125,-4.57120431068257,2.20278495194604,NA,0,"0.5","0","3","detected","ms"
"mu.psi",0.035,-0.105,0.136,1.026,0,"1","-0.5","3","detected","ms"
"sigma.psi.sp",0.451,0.367,0.533,1.006,0.5,"1","-0.5","3","detected","ms"
"mu.psi.yr",0.093,0.009,0.161,1.026,0,"1","-0.5","3","detected","ms"
"sigma.psi.yr",0.161,0.093,0.239,1.029,0.2,"1","-0.5","3","detected","ms"
"mu.p",-0.19,-0.364,-0.033,1.324,-0.5,"1","-0.5","3","detected","ms"
"sigma.p.sp",0.528,0.442,0.638,0.998,NA,"1","-0.5","3","detected","ms"
"p.yr",0.758,0.634,0.872,1.066,1,"1","-0.5","3","detected","ms"
"sigma.p.site",1.227,1.174,1.279,1.001,1.5,"1","-0.5","3","detected","ms"
"per_chage_bci",4.59077864329143,0.417582787904301,8.12119452530373,NA,0,"1","-0.5","3","detected","ms"
"mu.psi",0.023,-0.086,0.136,1.094,0,"1","0","3","detected","ms"
"sigma.psi.sp",0.579,0.48,0.695,1.021,0.5,"1","0","3","detected","ms"
"mu.psi.yr",-0.056,-0.124,0.034,1.008,0,"1","0","3","detected","ms"
"sigma.psi.yr",0.223,0.157,0.292,1.019,0.2,"1","0","3","detected","ms"
"mu.p",-0.165,-0.332,-0.023,1.209,-0.5,"1","0","3","detected","ms"
"sigma.p.sp",0.522,0.43,0.641,1,NA,"1","0","3","detected","ms"
"p.yr",0.831,0.72,0.943,1.03,1,"1","0","3","detected","ms"
"sigma.p.site",1.257,1.21,1.305,1.016,1.5,"1","0","3","detected","ms"
"per_chage_bci",-2.74959652321231,-6.19322654567646,1.67783542443134,NA,0,"1","0","3","detected","ms"
"mu.psi",-0.045,-0.153,0.119,1.151,0,"-0.5","-0.5","4","detected","ms"
"sigma.psi.sp",0.48,0.385,0.601,0.998,0.5,"-0.5","-0.5","4","detected","ms"
"mu.psi.yr",0.017,-0.09,0.115,1.052,0,"-0.5","-0.5","4","detected","ms"
"sigma.psi.yr",0.209,0.124,0.286,1.009,0.2,"-0.5","-0.5","4","detected","ms"
"mu.p",-0.112,-0.277,0.007,1.067,-0.5,"-0.5","-0.5","4","detected","ms"
"sigma.p.sp",0.51,0.421,0.625,1,NA,"-0.5","-0.5","4","detected","ms"
"p.yr",-0.408,-0.53,-0.296,1.019,-0.5,"-0.5","-0.5","4","detected","ms"
"sigma.p.site",1.123,1.081,1.172,0.997,1.5,"-0.5","-0.5","4","detected","ms"
"per_chage_bci",0.874808589154314,-4.59282038081774,5.72585768300807,NA,0,"-0.5","-0.5","4","detected","ms"
"mu.psi",0.022,-0.12,0.142,1.586,0,"-0.5","0","4","detected","ms"
"sigma.psi.sp",0.484,0.403,0.594,1.016,0.5,"-0.5","0","4","detected","ms"
"mu.psi.yr",0.005,-0.076,0.082,0.997,0,"-0.5","0","4","detected","ms"
"sigma.psi.yr",0.143,0.068,0.22,1.013,0.2,"-0.5","0","4","detected","ms"
"mu.p",-0.202,-0.345,-0.03,1.176,-0.5,"-0.5","0","4","detected","ms"
"sigma.p.sp",0.584,0.487,0.698,1.019,NA,"-0.5","0","4","detected","ms"
"p.yr",-0.354,-0.458,-0.264,1.009,-0.5,"-0.5","0","4","detected","ms"
"sigma.p.site",1.136,1.094,1.182,1.011,1.5,"-0.5","0","4","detected","ms"
"per_chage_bci",0.267750286593742,-3.68264060471189,4.06061050015402,NA,0,"-0.5","0","4","detected","ms"
"mu.psi",0.036,-0.106,0.172,1.056,0,"-1","-0.5","4","detected","ms"
"sigma.psi.sp",0.576,0.476,0.703,1.027,0.5,"-1","-0.5","4","detected","ms"
"mu.psi.yr",-0.023,-0.144,0.106,1.034,0,"-1","-0.5","4","detected","ms"
"sigma.psi.yr",0.265,0.178,0.36,1.025,0.2,"-1","-0.5","4","detected","ms"
"mu.p",-0.156,-0.31,-0.025,1.033,-0.5,"-1","-0.5","4","detected","ms"
"sigma.p.sp",0.525,0.428,0.649,1.016,NA,"-1","-0.5","4","detected","ms"
"p.yr",-0.736,-0.853,-0.612,1.021,-1,"-1","-0.5","4","detected","ms"
"sigma.p.site",1.089,1.039,1.144,1.006,1.5,"-1","-0.5","4","detected","ms"
"per_chage_bci",-1.12405193317379,-6.88112445079619,5.35840060719594,NA,0,"-1","-0.5","4","detected","ms"
"mu.psi",-0.113,-0.241,0.021,1.015,0,"-1","0","4","detected","ms"
"sigma.psi.sp",0.424,0.338,0.524,0.998,0.5,"-1","0","4","detected","ms"
"mu.psi.yr",-0.062,-0.151,0.037,1.03,0,"-1","0","4","detected","ms"
"sigma.psi.yr",0.2,0.115,0.296,1.098,0.2,"-1","0","4","detected","ms"
"mu.p",-0.12,-0.29,0.012,1.101,-0.5,"-1","0","4","detected","ms"
"sigma.p.sp",0.552,0.451,0.664,1.005,NA,"-1","0","4","detected","ms"
"p.yr",-0.605,-0.694,-0.479,1.06,-1,"-1","0","4","detected","ms"
"sigma.p.site",1.118,1.066,1.165,1.003,1.5,"-1","0","4","detected","ms"
"per_chage_bci",-3.24702283111729,-7.64612325873737,1.9961658308355,NA,0,"-1","0","4","detected","ms"
"mu.psi",-0.065,-0.191,0.076,1.102,0,"0","-0.5","4","detected","ms"
"sigma.psi.sp",0.518,0.426,0.626,1.013,0.5,"0","-0.5","4","detected","ms"
"mu.psi.yr",0.019,-0.077,0.121,1.033,0,"0","-0.5","4","detected","ms"
"sigma.psi.yr",0.204,0.131,0.288,1.022,0.2,"0","-0.5","4","detected","ms"
"mu.p",-0.139,-0.272,0.087,1.246,-0.5,"0","-0.5","4","detected","ms"
"sigma.p.sp",0.539,0.44,0.663,0.998,NA,"0","-0.5","4","detected","ms"
"p.yr",0.018,-0.097,0.139,1.059,0,"0","-0.5","4","detected","ms"
"sigma.p.site",1.217,1.171,1.262,1.025,1.5,"0","-0.5","4","detected","ms"
"per_chage_bci",1.0169897329633,-3.84482687518889,6.5373650035258,NA,0,"0","-0.5","4","detected","ms"
"mu.psi",0.008,-0.1,0.131,1.206,0,"0.5","-0.5","4","detected","ms"
"sigma.psi.sp",0.517,0.431,0.637,1.03,0.5,"0.5","-0.5","4","detected","ms"
"mu.psi.yr",-0.015,-0.1,0.065,1.057,0,"0.5","-0.5","4","detected","ms"
"sigma.psi.yr",0.165,0.089,0.238,1.007,0.2,"0.5","-0.5","4","detected","ms"
"mu.p",-0.241,-0.385,-0.09,1.184,-0.5,"0.5","-0.5","4","detected","ms"
"sigma.p.sp",0.533,0.442,0.642,1,NA,"0.5","-0.5","4","detected","ms"
"p.yr",0.43,0.317,0.532,1.065,0.5,"0.5","-0.5","4","detected","ms"
"sigma.p.site",1.193,1.139,1.242,1.008,1.5,"0.5","-0.5","4","detected","ms"
"per_chage_bci",-0.693484984277133,-4.80576306299672,3.23872580538996,NA,0,"0.5","-0.5","4","detected","ms"
"mu.psi",-0.034,-0.141,0.071,1.092,0,"1","-0.5","4","detected","ms"
"sigma.psi.sp",0.507,0.416,0.616,1.001,0.5,"1","-0.5","4","detected","ms"
